,x1,x2,y
0,1.941227589764928,1.8460198522976226,0.0
1,1.4958386564755006,2.6988170806005645,0.0
2,4.330579245784201,4.413519677801572,1.0
3,2.7375389045848397,2.0382056095975924,0.0
4,3.819235549810255,4.5410175318538695,1.0
5,3.2003486438754063,2.999862414596621,1.0
6,-0.22481476794303568,-0.9611344369872536,0.0
7,4.430816336970163,3.5924082343025616,1.0
8,3.7690911794201405,2.995902050085773,1.0
9,-0.17682843750874966,2.1245882426673552,0.0
10,4.366300952130786,2.440249555000714,1.0
11,2.196096722192783,1.831789392302341,0.0
12,2.8659154316797015,3.445884571428476,1.0
13,0.9429343315737246,2.8235870990393286,0.0
14,-0.3920824999442831,1.478363185917637,0.0
15,0.679002847000707,1.5006011436209397,0.0
16,1.396447516415952,-0.9788319701641428,0.0
17,3.619680244892904,2.858021323993478,1.0
18,0.7291173809957965,1.0385564896372692,0.0
19,0.9951021939623839,2.3299681463409447,0.0
20,3.417536938266128,2.6393208123829335,1.0
21,3.645432072071733,2.3758163338985874,1.0
22,1.3239379261792121,2.4393508291186805,0.0
23,0.08074066198609808,-0.7557783671477027,0.0
24,4.197379195529455,2.5468607241053265,1.0
25,1.089784260540142,-0.5058837625470696,0.0
26,-0.9509169229134513,2.653302957550035,0.0
27,5.264236959257945,4.520274590642737,1.0
28,5.901935500813667,1.5879365991382326,1.0
29,6.072424811007393,2.195725096900019,1.0
30,5.597192235340829,2.4839103693495153,1.0
31,2.6967300806949255,2.1890825427924603,0.0
32,5.965139903397716,2.392354424830503,1.0
33,5.551061034180447,4.094597753192517,1.0
34,5.009937383974702,2.947546095136794,1.0
35,4.357654803064116,1.516271477559959,1.0
36,4.664963165051038,3.953242765512922,1.0
37,1.5109555491736182,1.0068772890369346,0.0
38,-0.4108999626272609,-0.4634647286692324,0.0
39,5.393271947552558,3.8510024874075466,1.0
40,-0.016773438370487836,0.7015905865745822,0.0
41,6.0430581578900515,4.464321366344394,1.0
42,3.9809533773870616,2.199813276217748,1.0
43,3.1689414761375545,4.398423263758911,1.0
44,-0.14263867951947207,1.7012544274093921,0.0
45,0.07950093381055323,2.3113660841391823,0.0
46,2.1082378935731394,1.331559965958038,0.0
47,1.8028108124902378,-0.1555198891371825,0.0
48,4.661847630670412,3.7058645260116183,1.0
49,1.5901944507373362,-1.0522268061687465,0.0
50,5.035007773101208,4.146127508553821,1.0
51,1.2796075680157615,0.9830861762804722,0.0
52,2.491463002620007,-0.2916549523567249,0.0
53,4.755071389463495,4.289825995154617,1.0
54,-0.5909081572561812,1.182525695103802,0.0
55,5.917405247508695,1.4383667263388238,1.0
56,2.248554541336293,2.4831415438058606,0.0
57,4.9683414536923465,4.588281222431639,1.0
58,3.8100490997433,2.2398810067618573,1.0
59,5.4035593287781625,3.1204745090276034,1.0
60,4.333164926085971,1.5206311587282635,1.0
61,2.922874569607431,4.059502538555618,1.0
62,0.7435984086747727,2.7330074948873193,0.0
63,2.0138013616691675,2.7363415546390293,0.0
64,0.6166285015139887,2.2119435490031085,0.0
65,0.9550767984157233,1.9618113365485654,0.0
66,3.6539376686959115,2.4421484689114927,1.0
67,4.515342568904786,2.994416973892098,1.0
68,3.1983727186673017,3.8952720746000886,1.0
69,3.8851678275475416,2.6367714997225176,1.0
70,3.661590265968317,2.2706130640320734,1.0
71,2.025372823119824,2.645984728460089,0.0
72,-0.6098294340153552,0.563283379313569,0.0
73,-0.3815760106373076,-0.4811819982708938,0.0
74,5.481585600400653,3.2206679133113303,1.0
75,-0.8925003426878153,2.0234905961866207,0.0
76,1.3589434096740107,1.9737819802846341,0.0
77,4.224250384062633,4.216062523052006,1.0
